_time,ac_power,total-unhalted_core_cycles,total-instructions_retired,total-last_level_cache_references,total-memory_bus_transactions,total-cpu-utilization,total-disk-accesses,total-disk-blocks,total-disk-utilization
22:02:15 2008-Apr-22,227.0,786508620,1441784606,41251761,51167,30.97,0,0,0
22:02:16 2008-Apr-22,227.0,767435768,1405172688,40651632,37475,30.20,11.88,95.05,5.54
22:02:17 2008-Apr-22,227.0,785157441,1437837017,40967346,46882,31.70,12.87,142.57,7.92
22:02:18 2008-Apr-22,228.0,788950309,1446120304,40961442,49368,30.26,0,0,0
22:02:19 2008-Apr-22,227.0,784533369,1438568204,40933232,51563,30.18,0,0,0
22:02:20 2008-Apr-22,228.0,752267015,1378839453,40026962,34092,30.62,0,0,0
22:02:21 2008-Apr-22,227.0,775394432,1420744892,41403944,30269,30.47,17.82,142.57,9.5
22:02:22 2008-Apr-22,227.0,785467840,1438138277,41231643,48342,30.35,11,128,6.8
22:02:23 2008-Apr-22,227.0,780060453,1429186772,40561279,49455,30.83,0,0,0
22:02:24 2008-Apr-22,227.0,784354147,1438481368,41087091,50754,31.02,0,0,0
22:02:25 2008-Apr-22,226.0,778248702,1425470328,41235678,36446,30.17,0,0,0
22:02:26 2008-Apr-22,228.0,774494020,1420689203,40365594,38286,30.20,1.96,15.69,2.75
22:02:27 2008-Apr-22,227.0,779878233,1429060955,40618106,49475,29.27,12.75,133.33,7.45
22:02:28 2008-Apr-22,227.0,792983279,1452559579,41315009,57076,30.26,0,0,0
22:02:29 2008-Apr-22,226.0,760440934,1394510814,40663212,29215,30.16,0,0,0
22:02:30 2008-Apr-22,227.0,769339134,1408690334,40963050,36874,31.06,0,0,0
22:02:31 2008-Apr-22,228.0,784097162,1437699766,41139940,38572,30.90,2,16,2.8
22:02:32 2008-Apr-22,226.0,781402861,1430258762,40540233,54141,29.74,18.81,229.7,9.11
22:02:33 2008-Apr-22,226.0,784602197,1437862622,40963401,57281,31.11,0,0,0
22:02:34 2008-Apr-22,227.0,776696102,1424770227,41340663,34045,30.26,0,0,0
22:02:35 2008-Apr-22,226.0,764998524,1403596075,39862630,36720,31.90,0,0,0
22:02:36 2008-Apr-22,226.0,798051138,1461792883,41708553,49279,29.73,1.98,15.84,3.17
22:02:37 2008-Apr-22,227.0,762374365,1395317208,40472969,34575,30.53,12.62,178.64,7.77
22:02:38 2008-Apr-22,227,784018058,1436512084,41012975,55628,30.98,0,0,0
22:02:39 2008-Apr-22,227.0,768718883,1408377725,40888757,33024,30.01,0,0,0
22:02:40 2008-Apr-22,227.0,774505345,1420716363,40488719,37561,30.55,0,0,0
22:02:41 2008-Apr-22,228.0,788848679,1446058757,41182133,44582,31.62,1,8,2.4
22:02:42 2008-Apr-22,227.0,775890197,1421670760,40462545,56394,30.50,13.86,150.5,7.92
22:02:43 2008-Apr-22,227.0,768284747,1408077050,40682723,34784,27.87,0,0,0
22:02:44 2008-Apr-22,227.0,777365844,1425143895,41435407,28133,32.83,0,0,0
22:02:45 2008-Apr-22,227.0,790985742,1451430502,40485641,51697,30.71,0,0,0
22:02:46 2008-Apr-22,226.0,763328988,1398385054,40824305,31071,29.25,0.97,7.77,1.94
22:02:47 2008-Apr-22,227.0,788279348,1442480769,40948179,102069,29.91,13,136,7.6
22:02:48 2008-Apr-22,228.0,770289875,1408481050,40882643,53452,31.54,0,0,0
22:02:49 2008-Apr-22,226.0,774398253,1420505009,40606460,64653,29.77,0,0,0
22:02:50 2008-Apr-22,227.0,782258642,1435545537,40761879,48379,30.92,0,0,0
22:02:51 2008-Apr-22,227.0,781234487,1431921265,40755280,51732,30.44,3.85,30.77,2.69
22:02:52 2008-Apr-22,228.0,769527235,1408470347,40930040,43942,29.53,18.37,187.76,8.98
22:02:53 2008-Apr-22,226.0,769850122,1408777236,40951234,36470,31.43,0,0,0
22:02:54 2008-Apr-22,227.0,796176950,1460778309,40880990,63768,30.63,0,0,0
22:02:55 2008-Apr-22,226.0,767016848,1405730183,40750182,29717,29.08,0,0,0
22:02:56 2008-Apr-22,227.0,867328256,1590652145,45495653,57051,29.92,18.81,150.5,9.11
22:02:57 2008-Apr-22,226.0,946683501,1736955659,49513673,59184,20.91,11.88,126.73,6.34
22:02:58 2008-Apr-22,227.0,762195088,1398246773,40746450,32645,21.20,0,0,0
22:02:59 2008-Apr-22,226.0,785019483,1442308066,41060602,42062,19.64,0,0,0
22:03:00 2008-Apr-22,227.0,774527963,1423741325,40529927,45877,19.64,0,0,0
22:03:01 2008-Apr-22,227.0,774848128,1421359383,41284160,32825,19.91,9,72,5.6
22:03:02 2008-Apr-22,226.0,756558106,1386667932,39403463,50582,21.82,21,280,8.4
22:03:03 2008-Apr-22,226.0,561767618,1026520718,29167152,49338,26.31,0,0,0
22:03:04 2008-Apr-22,228.0,776611768,1422540346,41255498,33660,29.02,0,0,0
22:03:05 2008-Apr-22,226.0,775116185,1421576691,40390036,48573,30.63,0,0,0
22:03:06 2008-Apr-22,227.0,778305593,1425458387,41589021,36544,30.63,8.91,71.29,5.15
22:03:07 2008-Apr-22,226.0,773599010,1418706005,40309837,43633,31.74,8.91,71.29,4.36
22:03:08 2008-Apr-22,228.0,790496215,1447809047,41288187,54205,29.46,4.9,78.43,4.31
22:03:09 2008-Apr-22,226.0,775088306,1421638181,40589714,48932,30.11,0,0,0
22:03:10 2008-Apr-22,227.0,768448921,1408344914,40765837,31229,30.63,0,0,0
22:03:11 2008-Apr-22,227.0,777230082,1423622757,41420225,34935,31.43,2.02,16.16,2.83
22:03:12 2008-Apr-22,228.0,796415980,1460210291,40794497,60404,30.10,0,0,0
22:03:13 2008-Apr-22,226.0,769576644,1408172434,40808686,36834,29.46,11.76,133.33,7.45
22:03:14 2008-Apr-22,227.0,779285498,1428312223,40663929,52892,30.10,0,0,0
22:03:15 2008-Apr-22,227.0,765272124,1402169903,40935914,33065,30.68,0,0,0
22:03:16 2008-Apr-22,227.0,768843376,1408502712,40965582,31608,31.74,1.96,15.69,3.14
22:03:17 2008-Apr-22,227.0,794318080,1458161232,40790611,58296,27.20,0,0,0
22:03:18 2008-Apr-22,227.0,778319023,1425457203,41439460,34857,30.63,11.88,150.5,7.52
22:03:19 2008-Apr-22,226.0,843923651,1452439018,39995048,218304,30.35,0,0,0
22:03:20 2008-Apr-22,228.0,781107613,1425466701,41433099,60970,30.35,0,0,0
22:03:21 2008-Apr-22,226.0,795186129,1458237712,40605568,88048,29.74,1,8,2.4
22:03:22 2008-Apr-22,228.0,769021777,1408489668,40944158,39607,29.92,0,0,0
22:03:23 2008-Apr-22,226.0,785780269,1438770429,41037109,59417,29.65,13,136,7.6
22:03:24 2008-Apr-22,227.0,768562377,1408378051,41026821,37746,31.43,0,0,0
22:03:25 2008-Apr-22,227.0,539603391,986451247,28600840,26911,29.90,0,0,0
22:03:26 2008-Apr-22,228.0,795366262,1461080603,40971768,62305,30.01,4,32,2
22:03:27 2008-Apr-22,226.0,762538890,1398342977,40534471,32136,30.44,0,0,0
22:03:28 2008-Apr-22,227.0,772278233,1414983771,41035182,34736,30.26,16.67,180.39,8.63
22:03:29 2008-Apr-22,227.0,784707034,1438651950,40935380,59407,31.62,0,0,0
22:03:30 2008-Apr-22,226.0,951024999,1756686061,49156051,65494,61.92,0,0,0
22:03:31 2008-Apr-22,231.0,1487156162,2762133620,78727334,43989,50.92,3.19,25.53,3.4
22:03:32 2008-Apr-22,231.0,1293798564,2380068879,68304252,56725,50.61,0,0,0
22:03:33 2008-Apr-22,231.0,1293374303,2377945632,68295041,65610,49.42,19.8,261.39,7.92
22:03:34 2008-Apr-22,231.0,1309795057,2410964381,68983888,49830,50.90,0,0,0
22:03:35 2008-Apr-22,232.0,1316152418,2425428731,68680248,54000,50.71,0,0,0
22:03:36 2008-Apr-22,232.0,1287921004,2369103869,68819540,38452,51.05,0.98,7.84,2.35
22:03:37 2008-Apr-22,231.0,1296668208,2384826914,68359159,55520,76.71,0,0,0
22:03:38 2008-Apr-22,238.0,2022116989,3761210403,107034081,96963,69.29,14,152,7.6
22:03:39 2008-Apr-22,236.0,1821172228,3354939150,96443807,71729,72.72,0,0,0
22:03:40 2008-Apr-22,236.0,1817038993,3349455721,95421010,72383,71.24,0,0,0
22:03:41 2008-Apr-22,236.0,1846754655,3404646770,96992800,72303,69.91,9.09,72.73,5.66
22:03:42 2008-Apr-22,235.0,1818497766,3349620661,96251078,73991,71.10,0,0,0
22:03:43 2008-Apr-22,236.0,1806380362,3326723892,95460502,63304,73.53,12.87,134.65,7.52
22:03:44 2008-Apr-22,236.0,1855799258,3420430979,96556624,87090,68.40,0,0,0
22:03:45 2008-Apr-22,235.0,1822208450,3358046496,96470225,65666,74.04,0,0,0
22:03:46 2008-Apr-22,234.0,1809904638,3334022688,95640543,61058,72.54,9,72,5.2
22:03:47 2008-Apr-22,236.0,1826691591,3364915039,95799821,118817,69.98,0,0,0
22:03:48 2008-Apr-22,235.0,1810829897,3332299121,95853588,86774,99.26,14,152,8
22:03:49 2008-Apr-22,243.0,2531534158,4706606909,134089877,112110,92.19,0,0,0
22:03:50 2008-Apr-22,239.0,2370156520,4373628114,124057208,91560,90.73,0,0,0
22:03:51 2008-Apr-22,241.0,2299659121,4243036723,122228098,68820,93.37,2,16,2.8
22:03:52 2008-Apr-22,240.0,2367049205,4369164081,124653904,73169,92.53,0,0,0
22:03:53 2008-Apr-22,241.0,2364102834,4363127524,123859043,85638,91.00,13,136,7.6
22:03:54 2008-Apr-22,239.0,2306026768,4255054419,122554212,74349,92.73,0,0,0
22:03:55 2008-Apr-22,240.0,2358090337,4353556412,124193468,67996,91.34,0,0,0
22:03:56 2008-Apr-22,241.0,2353838559,4346422636,123446585,81622,90.27,2,16,3.2
22:03:57 2008-Apr-22,240.0,2331126568,4300312375.5,123861549,68328,92.18,0,0,0
22:03:58 2008-Apr-22,238.0,2326027202,4292247515,122442104,73251,92.94,20.2,250.51,8.89
22:03:59 2008-Apr-22,240.0,2369532285,4373673341,124158740,92439,90.92,0,0,0
22:04:00 2008-Apr-22,240.0,2325910741,4293095215,123612839,66537,94.03,0,0,0
22:04:01 2008-Apr-22,240.0,2339053368,4317548441,123210728,66003,90.92,4.63,37.04,3.7
22:04:02 2008-Apr-22,240.0,2372937119,4379876189,124509985,91462,91.62,0,0,0
22:04:03 2008-Apr-22,240.0,2330531992,4299509911,123759648,67433,93.41,16,192,8.8
22:04:04 2008-Apr-22,241.0,2337500625,4313714803,123090487,75846,92.38,0,0,0
22:04:05 2008-Apr-22,241.0,2373304112,4381985821,124601280,84392,90.79,0,0,0
22:04:06 2008-Apr-22,241.0,2309132375,4262178810,122607785,65764,93.35,10,80,5.2
22:04:07 2008-Apr-22,240.0,2347072967,4332352828,123662006,72556,91.38,0,0,0
22:04:08 2008-Apr-22,241.0,2373144814,4378765985,124505281,88808,90.88,13,152,8
22:04:09 2008-Apr-22,240.0,2319473651,4279098606,123018245,72347,93.29,0,0,0
22:04:10 2008-Apr-22,240.0,2347567781,4333622169,123772684,68963,90.73,0,0,0
22:04:11 2008-Apr-22,240.0,2353206188,4343175375,123427582,83480,96.24,0.91,7.27,2.18
22:04:12 2008-Apr-22,241.0,2335870002,4310201567,123632985,73227,93.53,0,0,0
22:04:13 2008-Apr-22,240.0,2332187565,4303505929,123204671,66955,92.19,10,80,4
22:04:14 2008-Apr-22,240.0,2372549462,4377576634,124357241,92890,91.71,3.96,71.29,3.56
22:04:15 2008-Apr-22,241.0,2337411704,4312238070,123197474,80287,93.64,0,0,0
22:04:16 2008-Apr-22,240.0,2312774588,4266557102,122635312,59463,90.09,0.99,7.92,2.38
22:04:17 2008-Apr-22,240.0,2372548511,4377930774,124442255,87827,91.01,0,0,0
22:04:18 2008-Apr-22,241.0,2339328707,4316551876,123325583,80190,93.63,0,0,0
22:04:19 2008-Apr-22,239.0,2329009832,4296986272,123524707,59641,92.17,11.76,133.33,7.45
22:04:20 2008-Apr-22,241.0,2378673871,4392755579,124836387,83069,91.72,0,0,0
22:04:21 2008-Apr-22,240.0,2335800514,4313054591,123166369,74229,92.45,8.82,70.59,5.49
22:04:22 2008-Apr-22,239.0,2337493810,4312950367,124007150,62281,91.17,0,0,0
22:04:23 2008-Apr-22,240.0,2359191363,4356693776,123741898,80962,92.38,0,0,0
22:04:24 2008-Apr-22,239.0,2357306333,4350572588,124165988,79906,93.02,12,152,8.4
22:04:25 2008-Apr-22,239.0,2309449779,4261157027,122663085,57715,94.25,0,0,0
22:04:26 2008-Apr-22,240.0,2370615036,4376846634,124273136,86022,90.28,8.82,70.59,5.49
22:04:27 2008-Apr-22,240,2350795246,4336883242,123855430,83077,94.26,0,0,0
22:04:28 2008-Apr-22,240.0,2317096821,4275500740,123143261,59669,91.55,0,0,0
22:04:29 2008-Apr-22,239.0,2376956283,4386232880,124454884,88484,92.94,20.2,266.67,8.08
22:04:30 2008-Apr-22,241.0,2289518394,4223722507,120557101,88218,95.19,0,0,0
22:04:31 2008-Apr-22,241.0,2321373166,4282694431,123102014,61889,92.07,3.96,31.68,2.77
22:04:32 2008-Apr-22,240.0,2382278781,4395868709,124903884,91196,92.47,0,0,0
22:04:33 2008-Apr-22,240.0,2320052287,4282015247,122243346,78493,94.77,0,0,0
22:04:34 2008-Apr-22,240.0,2348070591,4331069377,124517176,65799,92.19,16.16,185.86,9.29
22:04:35 2008-Apr-22,239.0,2358647606,4353989981,123684423,92406,90.71,0,0,0
22:04:36 2008-Apr-22,240.0,2326400867,4293685945,122533632,81505,93.36,1.96,15.69,3.14
22:04:37 2008-Apr-22,240.0,2341076934,4318933053,124206679,60731,92.24,0,0,0
22:04:38 2008-Apr-22,239.0,2355734442,4348368007,123503812,87887,92.18,0,0,0
22:04:39 2008-Apr-22,239.0,2370302165,4373800598,124869299,79197,91.69,11.88,134.65,8.32
22:04:40 2008-Apr-22,240.0,2296979321,4239024370,121847295,57292,93.90,0,0,0
22:04:41 2008-Apr-22,241.0,2380700494,4394486494,124888956,83882,92.95,11,88,5.2
22:04:42 2008-Apr-22,240.0,2352081150,4340034643,123840410,84585,92.18,0,0,0
22:04:43 2008-Apr-22,240.0,2311556689,4265806942,122515165,53408,92.22,0,0,0
22:04:44 2008-Apr-22,240.0,2374381578,4382276896,124828315,85257,91.53,12.87,150.5,8.32
22:04:45 2008-Apr-22,240.0,2516831299,4664447672,132637093,83510,129.16,0,0,0
22:04:46 2008-Apr-22,247.0,3177782840,5887691766,168326352,68602,123.09,1.98,15.84,2.38
22:04:47 2008-Apr-22,247.0,3143898075,5806169369,165807899,135635,123.08,0,0,0
22:04:48 2008-Apr-22,247.0,3085908487,5697938174,163104846,101159,123.09,0,0,0
22:04:49 2008-Apr-22,247.0,3139089893,5797973774,165587726,100583,123.16,12.87,134.65,8.32
22:04:50 2008-Apr-22,248.0,3125693354,5772986046,164793589,108582,123.68,0,0,0
22:04:51 2008-Apr-22,246.0,3094996116,5715601723,163658858,87097,121.04,0.68,5.41,1.35
22:04:52 2008-Apr-22,247.0,3133232953,5786844502,165250570,85177,147.69,0,0,0
22:04:53 2008-Apr-22,249.0,3776766311,7013531446,200246840,107911,152.18,0,0,0
22:04:54 2008-Apr-22,254.0,3859082520,7130979204,204688479,88199,152.82,13,152,7.2
22:04:55 2008-Apr-22,252.0,3920954518,7247813170,205916508,121420,156.30,0,0,0
22:04:56 2008-Apr-22,252.0,3875547297,7162692247,204858041,100441,150.53,1.54,12.31,3.69
22:04:57 2008-Apr-22,253.0,3862268867,7136762681,204938569,89058,153.93,0,0,0
22:04:58 2008-Apr-22,253.0,3916020120,7240520175,205661797,108388,154.62,0,0,0
22:04:59 2008-Apr-22,251.0,3869617979,7151054963,204552611,91783,152.46,15.84,261.39,7.52
22:05:00 2008-Apr-22,253.0,3855418052.5,7124813560,204587949,90185.5,154.61,0,0,0
22:05:01 2008-Apr-22,254.0,3903512814,7212705745,205029327,130556,152.27,13.91,312.58,10.33
22:05:02 2008-Apr-22,252.0,3905283138,7194610305,205603151,203529,152.53,0,0,0
22:05:03 2008-Apr-22,255.0,3840493271,7094287653,203729949,99334,176.23,0,0,0
22:05:04 2008-Apr-22,261.0,4587972662,8518633036,242437264,125994,184.19,0,0,0
22:05:05 2008-Apr-22,260.0,4639330590,8579001779,245607736,91504,184.68,0,0,0
22:05:06 2008-Apr-22,259.0,4659810752,8616738854,246167713,106880,183.99,18,192,10.4
22:05:07 2008-Apr-22,259.0,4672820081,8639105612,246206781,132094,184.68,1,8,0
22:05:08 2008-Apr-22,258.0,4644988384,8589006668,245905142,98209,183.98,0,0,0
22:05:09 2008-Apr-22,260.0,4655728229,8609670272,245961968,100208,184.34,0,0,0
22:05:10 2008-Apr-22,259.0,4689995260,8673529789,247283034,117890,183.98,0,0,0
22:05:11 2008-Apr-22,258.0,4627931604,8557317621,244992974,92015,184.89,0.99,7.92,1.98
22:05:12 2008-Apr-22,259.0,4649889602,8597134192,245630836,110697,183.44,13,152,7.6
22:05:13 2008-Apr-22,261.0,4677269244,8649496855,246584907,119897,183.44,0,0,0
22:05:14 2008-Apr-22,259.0,4630057725,8561381664,245204785,93753,183.44,0,0,0
22:05:15 2008-Apr-22,259.0,4646168723,8592957577,245502536,95386,184.76,0,0,0
22:05:16 2008-Apr-22,261.0,4690138127,8674285009,247325740,114433,184.57,7,64,3.6
22:05:17 2008-Apr-22,261.0,4637421677,8572092394,245602809,104485,185.48,7.95,90.07,5.3
22:05:18 2008-Apr-22,259.0,4652050474,8602196748,245530671,112462,182.33,0,0,0
22:05:19 2008-Apr-22,259.0,4670997606,8638877405,246379624,119660,185.81,0,0,0
22:05:20 2008-Apr-22,260.0,4619783107,8542246847,244815026,89912,183.09,0,0,0
22:05:21 2008-Apr-22,259.0,4659628599,8614730334,245814550,100887,183.43,25.25,242.42,16.57
22:05:22 2008-Apr-22,258.0,4689844959,8672261380,247220726,137808,191.95,12.75,141.18,7.84
22:05:23 2008-Apr-22,266.0,4874063025,9049648837,257787728,101634,222.73,0,0,0
22:05:24 2008-Apr-22,267.0,5436381167,10058936314,287062944,102624,221.46,0,0,0
22:05:25 2008-Apr-22,266.5,5443550267,10071160388,287519880,114027,222.53,0,0,0
22:05:26 2008-Apr-22,266.0,5409905796,10008574598,286516650,94752,223.09,2,16,2.4
22:05:27 2008-Apr-22,267.0,5444419108,10071118557,287375072,109131,222.94,19,264,6.8
22:05:28 2008-Apr-22,266.0,5429642000,10043188015,286751364,128177,223.65,0,0,0
22:05:29 2008-Apr-22,267.0,5409472289,10007630019,286592812,91757,221.27,0,0,0
22:05:30 2008-Apr-22,266.0,5437324392,10059275888,287102793,104385,249.54,0,0,0
22:05:31 2008-Apr-22,267.0,6058475659,11244375636,321039748,122791,261.26,1,8,2
22:05:32 2008-Apr-22,272.0,6212360080,11494678190,328617258,125406,260.55,14,152,7.2
22:05:33 2008-Apr-22,272.0,6225587024,11519980108,328645552,132705,262.16,0,0,0
22:05:34 2008-Apr-22,273.0,6212064634,11495825528,328485690,118619,261.26,0,0,0
22:05:35 2008-Apr-22,273.0,6204728945,11482918260,328260521,111817,261.11,0,0,0
22:05:36 2008-Apr-22,271.0,6177941903,11432295482,326173619,127116,258.42,1.01,8.08,2.02
22:05:37 2008-Apr-22,273.0,6209101954,11487225067,328415548,132935,258.00,13.86,150.5,7.13
22:05:38 2008-Apr-22,273.0,6203782022,11478090602,327948767,132723,257.43,0,0,0
22:05:39 2008-Apr-22,273.0,6225629157,11519615634,328721881,129295,258.59,0,0,0
22:05:40 2008-Apr-22,272.0,6203114891,11478994803,328117912,119193,257.00,0,0,0
22:05:41 2008-Apr-22,273.0,6205327580,11478081691,328014391,128582,286.14,12,96,6.8
22:05:42 2008-Apr-22,273.0,6848718285,12707483483,362601749,150467,300.00,13,144,6.8
22:05:43 2008-Apr-22,279.0,6992292699,12941543305,369586191,129775,300.00,0,0,0
22:05:44 2008-Apr-22,278.0,6992039749,12941930138,369587436,126196,300.00,0,0,0
22:05:45 2008-Apr-22,280.0,6991611627,12942108016,369595798,119083,300.00,0,0,0
22:05:46 2008-Apr-22,279.0,6991457723,12942223458,369573602,120142,300.00,9,72,4.8
22:05:47 2008-Apr-22,279.0,6992666396,12941805041,369585851,130891,300.00,12,136,6.8
22:05:48 2008-Apr-22,278.0,6992022908,12769585927,369862294,1048677,284.85,0,0,0
22:05:49 2008-Apr-22,284.0,6269901181,10422466026,357432600,4100178,209.35,0,0,0
22:05:50 2008-Apr-22,262.0,4912879284,8887972015,264343213,708817,210.68,0,0,0
22:05:51 2008-Apr-22,262.0,4904193732,8878794640,263694078,679326,210.19,1,8,2
22:05:52 2008-Apr-22,261.0,4913307450,8888250350,264351526,705270,209.71,13,136,7.6
22:05:53 2008-Apr-22,262.0,4914451187,8887641965,264329314,718523,210.28,0,0,0
22:05:54 2008-Apr-22,261.0,4903717606,8878264844,263657759,683795,209.35,0,0,0
22:05:55 2008-Apr-22,262.0,4912433160,8888691318,264358130,692028,209.71,0,0,0
22:05:56 2008-Apr-22,262.0,4906266814,7806079341,283567907,4464835,145.63,2,16,3.6
22:05:57 2008-Apr-22,247.0,3204606956,5266506018,180733233,2498575,119.90,18,280,8
22:05:58 2008-Apr-22,248.0,2829174481,4820327677,158452031,1317163,119.92,0,0,0
22:05:59 2008-Apr-22,245.0,2833204712,4827135208,158871358,1310390,119.81,0,0,0
22:06:00 2008-Apr-22,247.0,2834264340,4828573593,158972026,1314040,119.54,0,0,0
22:06:01 2008-Apr-22,246.0,2834848750,4828901012,159001694,1309686,120.14,2,16,2.4
22:06:02 2008-Apr-22,246.0,2828695207,4821639501,158486410,1304335,119.84,9,72,3.6
22:06:03 2008-Apr-22,246.0,2842216311,4835441937,159489609,1341269,119.62,4,64,3.2
22:06:04 2008-Apr-22,247.0,2834112689,4828727923,159024232,1311714,121.00,0,0,0
22:06:05 2008-Apr-22,247.0,2834461862,4828693435,159009470,1307173,120.67,0,0,0
22:06:06 2008-Apr-22,247.0,2834355362,4828443287,158977288,1312679,120.29,2,16,2.4
22:06:07 2008-Apr-22,251.0,2821953562,3795313350,177211227,4940983,50.30,0,0,0
22:06:08 2008-Apr-22,230.0,1172399603,1268394588,78867183,3238149,23.37,12.38,144.76,6.86
22:06:09 2008-Apr-22,229.0,781758588,801632472,55672089,2022523,19.20,0,0,0
22:06:10 2008-Apr-22,230.0,759431996,778730045,54061570,1969739,20.83,0,0,0
22:06:11 2008-Apr-22,229.0,778874412,799177382,55479112,2023048,20.61,1.92,15.38,1.92
22:06:12 2008-Apr-22,229.0,783337435,802595980,55729626,2035708,21.41,0,0,0
22:06:13 2008-Apr-22,229.0,758207021,774817850,53792893,1966357,29.06,11.21,127.1,6.73
22:06:14 2008-Apr-22,229.0,768401605,774016170,53756428,1960892,28.71,0,0,0
22:06:15 2008-Apr-22,228.0,770465305,773151157,53668582,1961536,23.32,0,0,0
22:06:16 2008-Apr-22,229.0,759399103,775948431,53893846,1966978,27.08,3.96,31.68,2.77
22:06:17 2008-Apr-22,228.0,767267740,773370382,53696342,1971315,29.54,0,0,0
22:06:18 2008-Apr-22,228.0,746786138,747369653,51880214,1903303,30.58,15.24,175.24,7.62
22:06:19 2008-Apr-22,227.0,762399312,764492026,53091486,1943542,20.58,0,0,0
22:06:20 2008-Apr-22,230.0,776552699,793281127,55073723,2006206,21.36,0,0,0
22:06:21 2008-Apr-22,229.0,767875641,784052585,54423185,1979351,20.64,11,136,5.2
22:06:22 2008-Apr-22,230.0,776304302,793174761,55091929,2012716,22.55,0,0,0
22:06:23 2008-Apr-22,228.0,766499996,783746565,54422197,1980795,20.06,11.65,194.17,6.21
22:06:24 2008-Apr-22,230.0,775947081,793297059,55094880,2005754,20.72,0,0,0
22:06:25 2008-Apr-22,229.0,764710943,784423615,54447404,1978066,19.64,0,0,0
22:06:26 2008-Apr-22,229.0,773891782,793057422,55050253,2000401,21.97,8.74,69.9,4.66
22:06:27 2008-Apr-22,228.0,784061495,803109118,55755808,2034413,19.91,0,0,0
22:06:28 2008-Apr-22,228.0,773414988,793327704,55067876,1997234,20.01,13.46,146.15,7.31
22:06:29 2008-Apr-22,230.0,764361479,783690883,54430023,1982968,21.83,0,0,0
22:06:30 2008-Apr-22,229.0,774293257,793676425,55088068,2006558,20.44,0,0,0
22:06:31 2008-Apr-22,230.0,767919997,787305111,54653898,1992951,24.35,11,88,6.4
22:06:32 2008-Apr-22,228.0,768499096,780446267,54214408,1985357,29.91,0,0,0
22:06:33 2008-Apr-22,228.0,745119856,747568145,51908267,1893671,30.56,13.08,142.06,7.1
22:06:34 2008-Apr-22,228.0,751587165,753549075,52315972,1909001,29.72,0,0,0
22:06:35 2008-Apr-22,227.0,743698226,745607127,51770520,1881274,30.67,0,0,0
22:06:36 2008-Apr-22,228.0,743097663,745553790,51757590,1878229,29.62,0.97,7.77,1.94
22:06:37 2008-Apr-22,228.0,748181157,750293008,52074554,1901493,29.13,0,0,0
22:06:38 2008-Apr-22,228.0,758508300,760073221,52789510,1921701,30.27,12.15,127.1,7.85
22:06:39 2008-Apr-22,227.0,753006438,755312426,52444818,1909013,27.83,0,0,0
22:06:40 2008-Apr-22,229.0,766190948,774323554,53760502,1958065,28.86,0,0,0
22:06:41 2008-Apr-22,227.0,763572506,764519363,53099894,1932627,30.77,0.95,7.62,2.29
22:06:42 2008-Apr-22,228.0,743224306,745588381,51768622,1882281,20.70,0,0,0
22:06:43 2008-Apr-22,228.0,774860910,793182336,55075221,1998822,21.34,13.59,147.57,7.77
22:06:44 2008-Apr-22,229.0,768649011,783825631,54422277,1986958,21.09,0,0,0
22:06:45 2008-Apr-22,229.0,774317151,793241264,55064014,1995129,19.45,0,0,0
22:06:46 2008-Apr-22,229,763762721,783535016,54402408,1973896,20.53,1.96,15.69,3.14
22:06:47 2008-Apr-22,229.0,782789431,802807409,55751401,2023796,29.32,0,0,0
22:06:48 2008-Apr-22,228.0,773191776,782877983,54132092,2019473,30.09,12.26,128.3,7.55
22:06:49 2008-Apr-22,228.0,749716558,750622245,52136269,1912820,21.82,0,0,0
22:06:50 2008-Apr-22,229.0,785028692,802844698,55754225,2030773,30.71,0,0,0
22:06:51 2008-Apr-22,228.0,749930840,751413595,52164981,1904968,29.82,4.67,37.38,4.49
22:06:52 2008-Apr-22,227.0,750031349,749634663,52058023,1899720,30.78,0,0,0
22:06:53 2008-Apr-22,227.0,763714530,764680857,53094386,1939017,28.80,23.58,294.34,7.92
22:06:54 2008-Apr-22,227.0,753436416,755267016,52426344,1913419,32.72,0,0,0
22:06:55 2008-Apr-22,229.0,822638204,877040602,53316928,2299847,29.27,0,0,0
22:06:56 2008-Apr-22,228.0,751123518,756670796,52518028,1910118,30.68,0.97,7.77,1.94
22:06:57 2008-Apr-22,228.0,743741186,745563930,51785948,1894071,29.91,0,0,0
22:06:58 2008-Apr-22,227.0,762522752,764639497,53100457,1936716,30.37,11.93,124.77,7.71
22:06:59 2008-Apr-22,228.0,770424948,774056845,53751759,1962004,29.73,0,0,0
22:07:00 2008-Apr-22,226.0,752775207,755136992,52423220,1900915,29.81,0,0,0
22:07:01 2008-Apr-22,228.0,743825854,745475871,51761796,1880000,29.62,8.49,67.92,4.53
22:07:02 2008-Apr-22,227.0,761786282,764805401,53093893,1945654,23.85,0,0,0
22:07:03 2008-Apr-22,228.0,832599855,901215584,54978882,2360688,21.36,13.86,150.5,7.92
22:07:04 2008-Apr-22,230.0,755520872,775219483,53822280,1964765,20.53,0,0,0
22:07:05 2008-Apr-22,229.0,781875043,801877831,55698007,2029391,20.81,0,0,0
22:07:06 2008-Apr-22,229.0,781638902,802688806,55746303,2023062,27.76,17.76,142.06,9.35
22:07:07 2008-Apr-22,228.0,749924930,755679380,52452192,1926358,30.58,0,0,0
