Date,CapacityBytes,Model,SerialNumber,SMART_1_Raw,SMART_2_Raw,SMART_3_Raw,SMART_4_Raw,SMART_5_Raw,DiskFailure
12/15/14,4.00E+12,HGST HMS5C4040ALE640,PL2331LAGU849J,0,0,1908,23,0,Yes
8/10/13,2.00E+12,Hitachi HDS722020ALA330,JK1170YAJDAK3T,0,0,25733,33,0,No
9/12/15,4.00E+12,ST4000DM000,Z300TXKN,125606408,0,14674,30,0,No
4/16/15,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG7JE5A,0,0,26406,28,0,No
11/4/14,3.00E+12,ST3000DM001,W1F0A70D,187042424,0,21640,23,8,Yes
5/29/14,4.00E+12,ST4000DM000,Z3005400,13858992,0,9472,24,0,Yes
12/28/13,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J97U5F,0,0,24904,30,0,No
11/15/13,3.00E+12,ST3000DM001,S1F10FF0,151068352,0,7399,23,0,No
9/5/14,4.00E+12,Hitachi HDS5C4040ALE630,PL2321LAGARUZJ,0,0,11854,31,0,No
6/12/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J6VJKF,643701832,14,37773,28,2,Yes
5/7/13,1.50E+12,ST31500341AS,9VS1JTJC,162639709,1216,35173,26,7,Yes
8/14/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9GE5AGF,0,0,32830,29,0,No
5/26/15,4.00E+12,ST4000DM000,Z300XGPJ,169602400,0,12846,23,0,No
3/17/14,4.00E+12,ST4000DM000,Z300P93G,,0,3394,25,0,Yes
6/23/14,4.00E+12,ST4000DM000,Z3011WWJ,165673240,0,3318,25,0,No
2/18/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGAA2EA,0,0,10272,32,0,No
6/13/15,3.00E+12,WDC WD30EFRX,WD-WMC4N0842417,0,0,10864,23,0,No
12/4/14,2.00E+12,ST32000542AS,9XW07SCD,231129827,1256,25820,23,7,Yes
4/8/15,1.50E+12,ST1500DL003,5YD94QE5,194277512,0,19118,29,0,Yes
9/28/15,3.00E+12,WDC WD30EFRX,WD-WMC4N2473570,0,0,8693,20,0,No
4/4/14,1.50E+12,ST1500DM003,S1E10CEK,147834528,0,9284,29,0,No
5/27/14,3.00E+12,ST3000DM001,S1F073GL,162768104,11664,16351,25,0,Yes
10/29/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG5J57A,0,0,1105,25,1,Yes
5/6/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1321LAG35MGH,0,0,10071,33,0,No
2/7/14,4.00E+12,Hitachi HDS5C4040ALE630,PL2311LAG1UJ0C,0,0,8848,25,0,No
9/29/14,4.00E+12,ST4000DM000,Z300V1RR,43791352,8,7778,19,1184,Yes
7/13/15,3.00E+12,ST3000DM001,W1F1CJ1K,200596156,88,22561,29,56,Yes
4/16/15,1.00E+12,WDC WD10EADS,WD-WCAU47258811,2,0,50689,22,0,Yes
7/16/13,1.50E+12,ST31500341AS,9VS1L0JD,214771292,1397,36800,26,0,Yes
4/25/13,1.50E+12,ST31500541AS,6XW00YE0,55078864,1045,30463,17,0,Yes
10/28/14,2.50E+11,ST9250315AS,S2X4QB3T,109193845,0,8779,27,0,No
7/20/14,3.00E+12,ST3000DM001,W1F0NS0T,53995416,36616,17919,25,8,Yes
11/24/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1321YNG13HTA,0,0,19393,25,0,No
12/3/14,3.00E+12,ST3000DM001,W1F0T3WD,133742081,3848,20316,26,632,Yes
12/31/13,3.00E+12,WDC WD30EZRX,WD-WCAWZ1005658,475,0,18092,20,4,Yes
8/13/14,3.00E+12,ST3000DM001,S1F0J5EA,41394032,1904,18032,25,16,Yes
8/18/15,1.50E+12,ST31500541AS,9XW01QZP,25650507,0,49992,34,10,Yes
11/10/14,4.00E+12,ST4000DM000,Z3011WPB,16036160,0,6678,20,8,Yes
5/7/13,3.00E+12,ST3000DM001,W1F0A409,220382304,0,8490,28,0,Yes
7/8/14,4.00E+12,ST4000DM000,W3007T4G,140307624,0,7234,22,0,No
12/5/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNG9SHGA,0,0,8685,32,0,No
8/16/15,4.00E+12,ST4000DM000,Z300W356,137071112,0,11824,23,0,No
3/27/14,3.00E+12,ST33000651AS,Z290ZNGN,26793439,0,18140,25,0,Yes
1/3/14,2.00E+12,Hitachi HDS722020ALA330,JK11A4B8J7SA6W,1,0,26580,24,0,No
9/28/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGN17LJ,0,0,3895,29,0,No
3/17/15,1.50E+12,ST31500541AS,9XW01R2B,75512117,3101,45393,28,0,Yes
3/2/15,4.00E+12,ST4000DM000,W300THD2,144020128,0,4880,18,0,Yes
5/27/15,1.50E+12,ST31500541AS,6XW10BQH,89873706,172,44777,25,0,Yes
4/16/14,1.50E+12,ST31500341AS,9VS2LDNL,71971718,347,15935,23,0,No
2/22/14,3.00E+12,ST3000DM001,Z1F0L4MF,206421744,0,13920,24,0,No
3/7/15,1.50E+12,ST31500541AS,6XW0W6K0,110784443,3988,45014,30,0,Yes
3/9/14,3.00E+12,ST3000DM001,W1F08HGJ,157556968,3344,15473,24,24,Yes
2/21/14,3.00E+12,ST3000DM001,S1F01LYB,38544400,2016,17073,22,0,Yes
5/15/15,80026361856,WDC WD800JB,WD-WMAM9DRH1880,0,0,49089,37,0,Yes
3/1/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1321LAG35K1H,0,0,7840,23,0,No
6/1/13,2.00E+12,Hitachi HDS722020ALA330,JK1101B9KMYLYF,0,0,18444,30,0,No
1/7/14,1.00E+12,WDC WD10EADS,WD-WCAU47265415,1333957,160,40572,31,46,Yes
12/11/13,1.50E+12,ST31500541AS,6XW06RDB,242365964,79,36956,24,27,Yes
3/6/14,1.50E+12,ST31500541AS,6XW02GX1,50649681,0,38486,19,0,No
8/2/14,3.00E+12,ST3000DM001,S1F019KV,10601720,0,18961,31,0,Yes
6/4/15,80026361856,WDC WD800BB,WD-WCAMD2252340,0,0,141415,41,0,Yes
8/10/14,3.00E+12,ST3000DM001,Z1F05092,163096488,0,22872,28,0,Yes
2/8/14,3.00E+12,ST3000DM001,S1F0S75N,176045848,0,12249,34,0,No
4/7/14,4.00E+12,ST4000DM000,Z300VYFD,210894864,0,2413,24,0,No
9/27/15,4.00E+12,ST4000DM000,S3011H90,165901032,0,3779,30,0,No
9/7/15,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGM7JKJ,0,0,11816,33,0,No
6/6/14,2.00E+12,Hitachi HDS722020ALA330,JK1130YAHDJDKT,4,0,34412,33,0,Yes
7/20/15,6.00E+12,WDC WD60EFRX,WD-WX11DA4DJTEH,4,0,4467,22,0,Yes
6/1/15,3.00E+12,WDC WD30EFRX,WD-WMC1T1854356,0,0,20262,24,0,No
7/6/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGMBSRJ,0,0,2409,27,0,No
8/3/15,1.60E+11,ST3160318AS,5VMA6J4Z,233500309,0,41929,28,0,No
2/7/14,3.00E+12,ST3000DM001,S1F06DEZ,162377264,36400,15174,26,616,Yes
4/8/14,3.00E+12,ST3000DM001,S1F06WQ1,132851688,80,16742,24,0,Yes
2/23/14,4.00E+12,ST4000DM000,Z300W5CG,18223616,0,620,27,0,No
7/3/14,2.00E+12,Hitachi HDS722020ALA330,JK11A4B8J840GW,0,0,30920,33,0,No
4/15/14,1.50E+12,ST31500541AS,5XW02J68,212435148,0,39444,19,0,No
5/3/14,4.00E+12,ST4000DM000,Z300GPYY,33553136,0,7010,18,0,No
10/22/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG3EJGH,0,0,14211,24,0,No
5/30/14,4.00E+12,ST4000DM000,Z30177HX,163733448,0,1656,30,0,Yes
8/22/14,3.00E+12,ST3000DM001,S1F0CVW4,229156104,600,18458,26,0,Yes
6/23/15,5.00E+11,WDC WD5000LPVX,WD-WX31A2464044,0,0,9978,30,0,Yes
7/21/14,4.00E+12,ST4000DM000,Z30178R7,2117368,0,3135,30,0,Yes
9/22/15,4.00E+12,ST4000DM000,Z300X9F9,36575840,0,15485,23,0,No
6/11/14,1.50E+12,ST31500541AS,6XW1A62G,38750060,0,13812,27,0,No
10/21/14,4.00E+12,ST4000DM000,Z300GQD7,171977640,0,10801,26,0,Yes
8/8/14,3.00E+12,ST3000DM001,S1F01CP4,144026696,13704,21381,24,8,Yes
9/29/15,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNG9Z22A,0,0,25721,29,0,Yes
10/17/13,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J37TKF,65536,0,23104,30,0,No
5/13/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9JPP3ZF,0,11,36536,34,0,Yes
4/27/13,1.50E+12,ST31500541AS,6XW05VPP,17621141,0,31812,22,0,No
3/18/14,3.00E+12,ST3000DM001,W1F0APB4,223857616,6344,15646,24,344,Yes
8/12/14,3.00E+12,ST3000DM001,W1F0A63T,105431920,9240,20583,23,0,Yes
3/19/14,3.00E+12,ST3000DM001,S1F031D7,209482160,0,17971,22,24,Yes
6/26/13,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG3A99H,0,0,2618,28,0,No
3/16/14,3.00E+12,ST3000DM001,S1F0R37Q,112136728,0,13917,24,0,No
8/1/13,4.00E+12,ST4000DM000,Z300GQHX,12778664,0,415,24,0,No
12/31/13,1.50E+12,ST31500341AS,9VS28B7T,231264996,881,38776,25,0,Yes
2/5/14,3.00E+12,ST3000DM001,S1F0S34Q,29043592,0,12071,25,0,No
5/23/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1323YNG18ARC,0,0,15660,26,0,No
10/7/14,3.00E+12,ST3000DM001,S1F032D1,24740512,0,22819,30,0,Yes
8/22/14,4.00E+12,ST4000DM000,W300TH84,43913976,0,1687,25,0,No
7/4/13,3.00E+12,ST3000DM001,S1F03YZM,9436616,0,8320,26,0,No
9/27/15,4.00E+12,ST4000DM000,Z300GZ61,75077848,0,19297,23,32,Yes
8/8/14,3.00E+12,ST3000DM001,S1F02PPK,9384,888,21302,24,0,Yes
3/28/14,2.00E+12,Hitachi HDS722020ALA330,JK11A4B8J7SJEW,0,0,27685,29,0,No
5/16/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNG9YLXA,0,0,4958,30,0,No
4/23/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9JPYRNF,0,0,36246,30,0,No
2/7/15,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG1SYAA,0,0,17906,27,0,No
2/14/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG3DT5H,0,0,6682,29,0,No
4/10/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG3EGKA,0,0,13379,30,0,No
4/28/15,4.00E+12,ST4000DM000,W300CYAM,49416096,3240,16111,29,0,Yes
7/15/14,3.00E+12,ST3000DM001,S1F0CTWG,78586056,1584,17604,32,24,Yes
6/15/15,4.00E+12,ST4000DM000,Z300ZST5,122211056,0,11884,25,0,Yes
7/5/15,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGMVR0J,0,0,10329,27,0,No
11/12/13,1.50E+12,ST31500341AS,9VS158T7,65020095,1765,39551,30,0,Yes
7/21/15,4.00E+12,ST4000DM000,Z30251BY,21940896,0,6173,27,0,No
12/5/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGR9ZSH,0,227,4244,32,0,No
1/14/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGRZ7PH,0,0,5315,25,0,No
12/3/13,1.50E+12,ST1500DL003,5YD9H8FZ,12488464,0,3154,26,0,Yes
7/24/13,2.00E+12,Hitachi HDS722020ALA330,JK11A5B8J7SLRX,0,0,19340,25,0,No
7/24/15,4.00E+12,ST4000DM000,Z3025M99,234337344,0,6774,22,0,No
4/22/14,3.00E+12,ST3000DM001,S1F05RKA,221353728,1632,15534,24,8,Yes
5/30/13,1.50E+12,ST31500541AS,6XW0W1TE,112925340,2636,26970,28,0,Yes
5/9/14,3.00E+12,ST3000DM001,S1F06GA9,199279312,64808,16932,21,48,Yes
5/16/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1301LAG35UWH,0,0,9408,26,0,No
1/26/15,4.00E+12,ST4000DM000,Z300GZ88,161466976,0,13444,23,0,No
6/13/14,3.00E+12,WDC WD30EFRX,WD-WCC4N0939918,0,0,1330,27,0,No
5/9/15,2.00E+12,Hitachi HDS722020ALA330,JK11A4B8J8431W,0,0,37456,29,0,No
9/16/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9HWLMTF,0,0,32703,30,0,No
6/7/14,3.00E+12,ST3000DM001,S1F0361L,162940224,1408,19863,30,0,Yes
5/17/13,1.50E+12,ST31500541AS,5XW039PD,17076103,0,31271,20,0,Yes
8/2/15,3.00E+12,WDC WD30EFRX,WD-WCC4N0HT615Z,0,0,802,24,0,No
5/4/15,1.50E+12,ST31500341AS,9VS3JF5A,124259645,3337,42879,32,0,Yes
4/13/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1313YNG191ZC,0,0,24747,24,0,No
11/17/14,4.00E+12,ST4000DM000,W300AM45,184148232,3448,11506,20,272,Yes
4/22/14,3.00E+12,ST3000DM001,S1F00MNJ,20118552,0,17850,22,8,Yes
5/21/14,1.50E+12,ST31500341AS,9VS28PBD,241750621,2,42337,31,0,No
7/31/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSAR2H,0,38,9220,26,0,No
9/4/15,4.00E+12,ST4000DM000,Z303R4K5,214229760,0,1166,22,1984,Yes
6/27/14,3.00E+12,ST3000DM001,S1F06HX8,30738896,14272,18571,32,65520,Yes
3/11/14,4.00E+12,ST4000DM000,Z3014PPC,44883840,0,104,26,0,Yes
2/4/15,1.50E+12,ST31500541AS,9XW01SMX,72241091,2725,45525,25,0,Yes
8/9/14,3.00E+12,ST3000DM001,W1F08E6J,123399032,0,21026,20,0,Yes
4/9/15,3.00E+12,ST3000DM001,S1F0JD7P,149712120,2336,23330,26,0,Yes
1/22/14,3.00E+12,ST3000DM001,S1F03A54,147666752,1312,16271,21,0,Yes
8/8/14,1.00E+12,WDC WD10EACS,WD-WCAU42473955,2,0,47697,32,0,Yes
11/16/13,3.00E+12,ST3000DM001,W1F0VA0G,134228288,0,11087,27,0,No
1/2/14,3.00E+12,ST3000DM001,W1F0R24B,10943696,0,13144,25,65520,Yes
9/2/14,2.00E+12,Hitachi HDS722020ALA330,JK11A4B8J3HXGW,5767655,365,29676,34,104,Yes
10/3/14,3.00E+12,ST3000DM001,S1F02F5H,138709968,3888,23293,24,224,Yes
6/15/14,4.00E+12,ST4000DM000,Z300WTDP,206359360,0,3806,26,0,No
8/20/15,4.00E+12,ST4000DM000,S300Z59N,5547824,0,1836,29,0,No
7/2/13,1.50E+12,ST31500541AS,6XW0RGYX,195433058,2681,30689,26,0,Yes
11/17/14,2.00E+12,Hitachi HDS722020ALA330,JK1171YBK0N9SF,0,0,37196,28,0,No
6/18/13,3.00E+12,ST3000DM001,Z1F122N0,30471400,0,2598,24,0,Yes
8/25/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGMB5NJ,0,0,3628,27,0,Yes
8/23/14,4.00E+12,ST4000DM000,Z300PMB7,111141616,0,7210,26,0,No
2/26/15,4.00E+12,ST4000DM000,Z3016MRW,238815848,0,8435,24,16,Yes
7/10/13,1.50E+12,ST31500541AS,6XW0VNKV,176054873,2625,30164,19,0,Yes
8/9/14,3.00E+12,ST3000DM001,S1F02WAE,69263456,0,21025,24,0,Yes
9/28/14,4.00E+12,ST4000DM000,W300BR8M,163289840,0,10585,21,0,Yes
9/5/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9JNEL6R,65536,0,29129,33,0,No
1/9/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J9L2KF,0,26,25198,27,1,Yes
6/28/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNG9RBWA,0,0,12380,24,0,No
10/17/14,3.00E+12,WDC WD30EFRX,WD-WMC4N2739494,0,0,3218,25,0,No
11/12/14,3.00E+12,ST3000DM001,S1F0R2DT,164847987,27552,19755,28,48,Yes
3/2/15,4.00E+12,ST4000DM000,Z300P9MA,214085032,0,11933,22,0,No
3/7/14,4.00E+12,ST4000DM000,Z3015CC0,143072888,0,960,22,0,No
12/13/13,3.00E+12,ST3000DM001,S1F00N3R,220553696,30104,15416,22,0,Yes
6/8/14,3.00E+12,ST3000DM001,S1F04CTZ,179737912,0,18503,18,0,No
2/9/15,3.00E+12,ST3000DM001,W1F0NZZZ,234573048,0,19481,33,8,Yes
11/16/13,4.00E+12,ST4000DM000,Z300GZ0F,84001992,0,2982,22,0,No
8/18/15,4.00E+12,ST4000DM000,Z300ZTTD,54268656,0,13422,29,0,No
9/12/14,3.00E+12,ST3000DM001,W1F09RJ5,17391064,3600,19941,28,16,Yes
6/1/15,6.00E+12,WDC WD60EFRX,WD-WX51DA4769H7,0,0,1156,24,0,Yes
12/29/14,2.00E+12,WDC WD20EFRX,WD-WCC4MNKEM5JJ,313,1,396,33,5,Yes
12/19/13,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG2HVHH,0,0,5228,25,0,No
3/20/14,1.60E+11,WDC WD1600AAJS,WD-WCAYUEE96492,0,0,19494,27,0,No
5/19/13,3.00E+12,ST3000DM001,S1F01VH0,206986712,0,10644,24,0,No
5/4/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGABYVA,0,0,2683,25,0,No
10/18/13,1.50E+12,ST31500541AS,6XW0P2GJ,19499685,409,32804,21,2,Yes
4/19/15,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSPK1H,0,0,5989,23,0,No
2/5/15,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J7AKJF,131073,21,32801,28,0,Yes
2/25/15,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGMXWYJ,0,0,6390,36,0,No
9/3/15,5.00E+11,ST500LM012 HN,S2ZYJ9AFA09529,0,0,1084,28,0,Yes
4/3/14,4.00E+12,ST4000DM000,W3004ZL2,197524112,0,5590,16,0,No
12/2/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9HHHGSR,0,0,34686,29,0,No
12/15/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGTXJUH,0,0,2645,26,0,Yes
6/26/13,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG21U5A,0,0,3364,25,0,No
8/9/13,3.00E+12,WDC WD30EZRX,WD-WCAWZ0958805,0,0,14428,24,0,No
7/15/15,1.50E+12,ST31500541AS,9XW01RAV,25988801,0,48076,27,0,Yes
6/24/13,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J76ZKF,0,0,18608,26,0,No
5/13/14,1.50E+12,ST31500541AS,5XW0398Q,12698138,3975,40735,23,0,Yes
7/15/14,3.00E+12,ST3000DM001,W1F0HRYR,57116800,0,16202,22,0,No
12/11/13,1.50E+12,ST1500DL003,5YD88SQ7,7408272,0,11561,19,0,Yes
7/12/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNG9PTAA,0,0,14881,20,0,No
8/18/14,3.00E+12,ST3000DM001,W1F0E78Q,202571312,10280,18360,25,0,Yes
1/2/14,4.00E+12,ST4000DM000,W300BNC1,176035024,0,4572,17,0,No
6/6/15,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGN49ZJ,0,0,8965,31,0,No
8/20/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG2EBPH,0,0,13446,23,0,No
7/26/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1323YNG1SLGC,554967047,40,25193,20,11,Yes
10/22/14,3.00E+12,ST3000DM001,Z1F0MTBT,52930792,0,19737,33,0,Yes
7/9/15,3.00E+12,ST3000DM001,W1F1BS0H,201777800,0,22022,28,0,Yes
4/30/14,2.00E+12,Hitachi HDS722020ALA330,JK1171YBK1MVEF,0,0,33268,28,0,No
4/17/14,3.00E+12,ST3000DM001,S1F0S5LP,240890160,0,13773,24,0,No
12/19/13,3.00E+12,ST3000DM001,W1F0DQ8N,195282904,0,13032,29,40,No
10/29/14,3.00E+12,ST3000DM001,W1F0A4JR,119903344,0,23104,29,0,Yes
1/14/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG3KENA,8717319,30,19016,27,9,Yes
5/10/13,3.00E+12,ST3000DM001,S1F03PJ9,202987016,3528,8192,21,24,Yes
11/29/14,4.00E+12,HGST HMS5C4040ALE640,PL2331LAGPWYNJ,0,0,3945,32,0,No
10/13/14,4.00E+12,ST4000DM000,Z3010377,232097704,0,7445,24,0,No
2/26/14,4.00E+12,ST4000DM000,W3003M91,173599320,0,4667,16,0,Yes
4/16/15,1.50E+12,ST31500541AS,9XW01VAN,100246538,0,45926,29,0,Yes
9/17/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSG63H,0,0,2193,34,0,No
4/25/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGA28NA,0,0,2469,21,0,No
8/18/15,3.00E+12,Hitachi HDS723030ALA640,MK0311YHGH4RPA,0,0,31417,29,0,No
10/5/14,4.00E+12,HGST HMS5C4040ALE640,PL2331LAGRWZ8J,0,0,1404,27,0,No
11/6/13,1.50E+12,ST31500341AS,9VS2AJEN,86293607,2636,37815,23,6,Yes
3/20/14,4.00E+12,ST4000DM000,Z300GPL3,146576544,0,5957,26,0,No
9/2/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGABY4A,0,0,14975,23,0,No
8/12/14,3.00E+12,ST3000DM001,S1F026MP,56249176,0,20586,25,0,Yes
7/11/15,3.00E+12,ST3000DM001,W1F0PAXH,198736232,0,22068,26,0,Yes
8/15/13,1.50E+12,ST31500341AS,9VS1WG5Y,152149803,1,36116,24,0,No
11/6/13,1.50E+12,ST31500541AS,6XW0456B,192941305,0,35210,23,0,Yes
5/18/15,3.00E+12,ST3000DM001,W1F03D4L,80616240,27856,27715,29,0,Yes
6/1/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG61ZTA,0,0,10049,23,0,No
5/29/14,3.00E+12,ST3000DM001,S1F04C1F,240772470,14920,19455,21,0,Yes
7/3/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J82WLF,65536,0,30920,31,0,No
5/4/14,3.00E+12,Hitachi HDS723030ALA640,MK0331YHGMUSJA,0,0,20810,23,0,No
9/10/15,4.00E+12,TOSHIBA MD04ABA400V,45D7K135FMYB,0,0,2814,19,0,No
11/21/14,4.00E+12,ST4000DM000,Z300GYW0,172047800,0,11866,23,0,No
7/16/14,1.00E+12,WDC WD10EACS,WD-WCAU42474123,3,0,24181,34,0,No
6/20/15,6.00E+12,ST6000DX000,Z4D0A0D6,208598792,0,1587,35,0,No
8/15/14,3.00E+12,ST3000DM001,W1F093GB,148837576,0,19812,22,8,Yes
1/12/14,4.00E+12,ST4000DM000,W30045V0,227056976,0,2933,16,0,Yes
7/1/14,3.00E+12,ST3000DM001,W1F0A454,51835416,13888,19572,27,40,Yes
4/9/14,4.00E+12,ST4000DM000,Z300WCCK,240870792,0,2769,17,0,No
8/26/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNG9RWTA,0,0,15713,28,0,No
6/26/14,3.00E+12,ST3000DM001,W1F07FYA,193093840,0,17087,25,0,Yes
10/2/14,3.00E+12,ST3000DM001,S1F06K3R,8045560,0,20949,20,0,Yes
10/1/14,1.50E+12,ST31500341AS,9VS25PPZ,19785033,33,42565,32,0,Yes
9/25/14,3.00E+12,ST3000DM001,S1F0CSY6,166982352,0,19328,27,0,Yes
8/25/14,3.00E+12,ST3000DM001,W1F09X4B,201068872,1896,20398,22,0,Yes
5/9/14,4.00E+12,Hitachi HDS5C4040ALE630,PL1311LAG380BH,0,0,9521,23,0,No
1/14/14,3.00E+12,WDC WD30EFRX,WD-WMC4N1058927,1,0,1139,23,0,Yes
4/18/13,4.00E+12,Hitachi HDS5C4040ALE630,PL1321LAG359SH,0,0,941,25,0,No
4/20/15,2.00E+12,Hitachi HDS723020BLA642,MN3221F30DB21E,0,1,27341,26,28,Yes
8/15/14,3.00E+12,ST3000DM001,S1F04RSY,152532008,0,19808,25,56,Yes
12/24/14,4.00E+12,HGST HMS5C4040ALE640,PL1331LAGSHXLH,0,0,3464,24,0,No
11/4/13,3.00E+12,ST3000DM001,S1F01RLB,170996464,0,13025,31,0,No
5/6/14,3.00E+12,ST3000DM001,S1F0325D,98560752,0,18850,25,104,Yes
7/17/13,3.00E+12,WDC WD30EZRX,WD-WMAWZ0243894,0,0,9397,22,0,Yes
6/25/13,2.00E+12,ST2000DL001,5YD75EWA,209355704,0,1782,28,0,Yes
6/13/14,4.00E+12,ST4000DM000,Z3016PGY,205115624,0,2562,26,0,No
3/30/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9JP7XTR,0,0,26604,32,0,No
4/24/14,1.50E+12,ST31500341AS,9VS4V0MW,237366855,10,21603,19,0,No
11/9/14,2.00E+12,Hitachi HDS722020ALA330,JK1105B8GG4TGX,65536,0,35210,33,0,No
12/7/14,4.00E+12,HGST HMS5C4040BLE640,PL2331LAGMGAXJ,0,0,5289,32,0,No
10/15/13,1.50E+12,ST1500DL003,5YD28NYW,0,0,8538,25,0,Yes
3/19/14,1.50E+12,ST1500DL003,5YD58QR4,170148608,0,8240,21,0,No
5/8/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9JP6GNU,0,0,27661,26,0,No
6/13/14,3.00E+12,ST3000DM001,Z1F06B4S,213807706,0,19249,28,0,Yes
7/28/14,3.00E+12,ST3000DM001,W1F09717,168865488,0,18855,21,0,Yes
10/21/13,3.00E+12,Hitachi HDS5C3030ALA630,MJ1311YNG3GG0A,0,0,17703,27,0,No
8/14/14,2.00E+12,Hitachi HDS722020ALA330,JK1101B9KNPBBF,0,0,28853,24,0,No
7/22/15,4.00E+12,ST4000DM000,Z30169GE,62702880,0,12271,22,0,No
4/1/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ1323YNG1TD8C,196609,0,22740,33,0,No
4/19/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J71BZF,0,0,25793,30,0,No
8/18/14,3.00E+12,ST3000DM001,S1F0BPWS,205236864,352,18361,24,24,Yes
5/7/13,3.00E+12,ST3000DM001,S1F02RZP,151629486,52104,9962,26,2232,Yes
6/27/13,2.00E+12,Hitachi HDS722020ALA330,JK1174YAK7JDKW,0,0,24810,23,0,No
9/28/14,2.00E+12,Hitachi HDS722020ALA330,JK1105B8GDEKWX,196609,0,33839,26,0,No
10/29/14,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9J2B0KF,0,0,32147,28,0,No
2/19/15,1.50E+12,ST31500541AS,6XW0Y6YJ,82537894,808,34157,27,2,Yes
4/5/14,4.00E+12,ST4000DX000,Z1Z05993,15744263,0,7835,33,0,No
9/28/15,4.00E+12,ST4000DM000,Z302B0A5,70038776,0,5915,21,0,No
6/11/13,1.50E+12,ST31500341AS,9VS3JBEE,31140677,1389,28525,24,0,Yes
10/2/14,3.00E+12,Hitachi HDS5C3030ALA630,MJ0351YNGA6X5A,0,0,15740,28,0,No
11/15/13,2.00E+12,Hitachi HDS722020ALA330,JK11A8B9GPEU9F,0,0,26139,25,0,No
5/3/15,1.50E+12,ST31500541AS,6XW1CC3L,213298450,0,28409,32,0,Yes
7/29/13,3.00E+12,ST3000DM001,S1F0LDE0,181350016,0,8758,20,0,Yes
7/31/15,4.00E+12,ST4000DM000,S300YPZA,242898736,0,1351,32,0,No
9/1/14,3.00E+12,ST3000DM001,W1F08WP1,175963000,0,22520,24,0,Yes
